product_name,product_version,oem_name,severity_level,vulnerability_description,mitigation_strategy,published_date,cve_id,url
"WARP, IPVPN, and MPVPN software",Multiple,FatPipe,Critical,"A vulnerability in the web management interface of FatPipe WARP, IPVPN, and MPVPN software allows a remote, unauthenticated attacker to upload a file to any location on the filesystem.",Apply updates per vendor instructions.,2022-01-10,CVE-2021-27860,https://nvd.nist.gov/vuln/detail/CVE-2021-27860
Windows,Multiple,Microsoft,Critical,"Microsoft Windows AppX Installer contains a spoofing vulnerability which has a high impacts to confidentiality, integrity, and availability.",Apply updates per vendor instructions.,2021-12-15,CVE-2021-43890,https://nvd.nist.gov/vuln/detail/CVE-2021-43890
Chromium V8,Multiple,Google,Critical,"Google Chromium V8 Engine contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,2021-12-15,CVE-2021-4102,https://nvd.nist.gov/vuln/detail/CVE-2021-4102
Desktop Central,Multiple,Zoho,Critical,Zoho Desktop Central contains an authentication bypass vulnerability that could allow an attacker to execute arbitrary code in the Desktop Central MSP server.,Apply updates per vendor instructions.,2021-12-10,CVE-2021-44515,https://nvd.nist.gov/vuln/detail/CVE-2021-44515
Kernel,Multiple,Linux,Critical,Kernel/ptrace.c in Linux kernel mishandles contains an improper privilege management vulnerability that allows local users to obtain root access.,Apply updates per vendor instructions.,2021-12-10,CVE-2019-13272,https://nvd.nist.gov/vuln/detail/CVE-2019-13272
Jungle Software Development Kit (SDK),Multiple,Realtek,Critical,RealTek Jungle SDK contains multiple memory corruption vulnerabilities which can allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,2021-12-10,CVE-2021-35394,https://nvd.nist.gov/vuln/detail/CVE-2021-35394
Nexus Repository Manager,Multiple,Sonatype,Critical,Sonatype Nexus Repository Manager before 3.15.0 has an incorrect access control vulnerability. Exploitation allows for remote code execution.,Apply updates per vendor instructions.,2021-12-10,CVE-2019-7238,https://nvd.nist.gov/vuln/detail/CVE-2019-7238
Solr,Multiple,Apache,Critical,The optional Apache Solr module DataImportHandler contains a code injection vulnerability.,Apply updates per vendor instructions.,2021-12-10,CVE-2019-0193,https://nvd.nist.gov/vuln/detail/CVE-2019-0193
FortiOS,Multiple,Fortinet,Critical,"Fortinet FortiOS ""execute restore src-vis"" downloads code without integrity checking, allowing an attacker to arbitrarily download files.",Apply updates per vendor instructions.,2021-12-10,CVE-2021-44168,https://nvd.nist.gov/vuln/detail/CVE-2021-44168
GoAhead,Multiple,Embedthis,Critical,Embedthis GoAhead before 3.6.5 allows remote code execution if CGI is enabled and a CGI program is dynamically linked.,Apply updates per vendor instructions.,2021-12-10,CVE-2017-17562,https://nvd.nist.gov/vuln/detail/CVE-2017-17562
JBoss Application Server,Multiple,Red Hat,Critical,"The JBoss Application Server, shipped with Red Hat Enterprise Application Platform 5.2, allows an attacker to execute arbitrary code via crafted serialized data.",Apply updates per vendor instructions.,2021-12-10,CVE-2017-12149,https://nvd.nist.gov/vuln/detail/CVE-2017-12149
JBoss Seam 2,Multiple,Red Hat,Critical,"JBoss Seam 2 (jboss-seam2), as used in JBoss Enterprise Application Platform 4.3.0 for Red Hat Linux, allows attackers to perform remote code execution. This vulnerability can only be exploited when the Java Security Manager is not properly configured.",Apply updates per vendor instructions.,2021-12-10,CVE-2010-1871,https://nvd.nist.gov/vuln/detail/CVE-2010-1871
Fuel CMS,Multiple,Fuel CMS,Critical,"FUEL CMS 1.4.7 allows SQL Injection via the col parameter to /pages/items, /permissions/items, or /navigation/items.",Apply updates per vendor instructions.,2021-12-10,CVE-2020-17463,https://nvd.nist.gov/vuln/detail/CVE-2020-17463
AdminLTE,Multiple,Pi-hole,Critical,Pi-hole Web v4.3.2 (aka AdminLTE) allows Remote Code Execution by privileged dashboard users via a crafted DHCP static lease.,Apply updates per vendor instructions.,2021-12-10,CVE-2020-8816,https://nvd.nist.gov/vuln/detail/CVE-2020-8816
mongo-express,Multiple,MongoDB,Critical,mongo-express before 0.54.0 is vulnerable to Remote Code Execution via endpoints that uses the `toBSON` method.,Apply updates per vendor instructions.,2021-12-10,CVE-2019-10758,https://nvd.nist.gov/vuln/detail/CVE-2019-10758
Log4j2,Multiple,Apache,Critical,"Apache Log4j2 contains a vulnerability where JNDI features do not protect against attacker-controlled JNDI-related endpoints, allowing for remote code execution.","For all affected software assets for which updates exist, the only acceptable remediation actions are: 1) Apply updates; OR 2) remove affected assets from agency networks. Temporary mitigations using one of the measures provided at https://www.cisa.gov/uscert/ed-22-02-apache-log4j-recommended-mitigation-measures are only acceptable until updates are available.",2021-12-10,CVE-2021-44228,https://nvd.nist.gov/vuln/detail/CVE-2021-44228
"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Multiple,Qualcomm,Critical,"Memory corruption due to improper check to return error when user application requests memory allocation of a huge size in Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Apply updates per vendor instructions.,2021-12-01,CVE-2020-11261,https://nvd.nist.gov/vuln/detail/CVE-2020-11261
RouterOS,Multiple,MikroTik,Critical,MikroTik RouterOS through 6.42 allows unauthenticated remote attackers to read arbitrary files and remote authenticated attackers to write arbitrary files due to a directory traversal vulnerability in the WinBox interface.,Apply updates per vendor instructions.,2021-12-01,CVE-2018-14847,https://nvd.nist.gov/vuln/detail/CVE-2018-14847
ManageEngine ServiceDesk Plus (SDP),Multiple,Zoho,Critical,Zoho ManageEngine ServiceDesk Plus before 11302 is vulnerable to authentication bypass that allows a few REST-API URLs without authentication,Apply updates per vendor instructions.,2021-12-01,CVE-2021-37415,https://nvd.nist.gov/vuln/detail/CVE-2021-37415
Apache,Multiple,Apache,Critical,A crafted request uri-path can cause mod_proxy to forward the request to an origin server choosen by the remote user. This issue affects Apache HTTP Server 2.4.48 and earlier.,Apply updates per vendor instructions.,2021-12-01,CVE-2021-40438,https://nvd.nist.gov/vuln/detail/CVE-2021-40438
ManageEngine ServiceDesk Plus (SDP) / SupportCenter Plus,Multiple,Zoho,Critical,"Zoho ManageEngine ServiceDesk Plus before 11306, ServiceDesk Plus MSP before 10530, and SupportCenter Plus before 11014 are vulnerable to unauthenticated remote code execution",Apply updates per vendor instructions.,2021-12-01,CVE-2021-44077,https://nvd.nist.gov/vuln/detail/CVE-2021-44077
Exiftool,Multiple,Perl,Critical,Improper neutralization of user data in the DjVu file format in Exiftool versions 7.44 and up allows arbitrary code execution when parsing the malicious image,Apply updates per vendor instructions.,2021-11-17,CVE-2021-22204,https://nvd.nist.gov/vuln/detail/CVE-2021-22204
Windows,Multiple,Microsoft,Critical,Unspecified vulnerability allows for an authenticated user to escalate privileges.,Apply updates per vendor instructions.,2021-11-17,CVE-2021-40449,https://nvd.nist.gov/vuln/detail/CVE-2021-40449
Exchange,Multiple,Microsoft,Critical,An authenticated attacker could leverage improper validation in cmdlet arguments within Microsoft Exchange and perform remote code execution.,Apply updates per vendor instructions.,2021-11-17,CVE-2021-42321,https://nvd.nist.gov/vuln/detail/CVE-2021-42321
Office,Multiple,Microsoft,Critical,A security feature bypass vulnerability in Microsoft Excel would allow a local user to perform arbitrary code execution.,Apply updates per vendor instructions.,2021-11-17,CVE-2021-42292,https://nvd.nist.gov/vuln/detail/CVE-2021-42292
FTA,Multiple,Accellion,Critical,Accellion FTA contains an OS command injection vulnerability exploited via a crafted POST request to various admin endpoints.,Apply updates per vendor instructions.,2021-11-03,CVE-2021-27104,https://nvd.nist.gov/vuln/detail/CVE-2021-27104
FTA,Multiple,Accellion,Critical,Accellion FTA contains an OS command injection vulnerability exploited via a local web service call.,Apply updates per vendor instructions.,2021-11-03,CVE-2021-27102,https://nvd.nist.gov/vuln/detail/CVE-2021-27102
FTA,Multiple,Accellion,Critical,Accellion FTA contains a SQL injection vulnerability exploited via a crafted host header in a request to document_root.html.,Apply updates per vendor instructions.,2021-11-03,CVE-2021-27101,https://nvd.nist.gov/vuln/detail/CVE-2021-27101
FTA,Multiple,Accellion,Critical,Accellion FTA contains a server-side request forgery (SSRF) vulnerability exploited via a crafted POST request to wmProgressstat.html.,Apply updates per vendor instructions.,2021-11-03,CVE-2021-27103,https://nvd.nist.gov/vuln/detail/CVE-2021-27103
Acrobat and Reader,Multiple,Adobe,Critical,Acrobat Acrobat and Reader contain a heap-based buffer overflow vulnerability that could allow an unauthenticated attacker to achieve code execution in the context of the current user.,Apply updates per vendor instructions.,2021-11-03,CVE-2021-21017,https://nvd.nist.gov/vuln/detail/CVE-2021-21017
Acrobat and Reader,Multiple,Adobe,Critical,Adobe Acrobat and Reader contains a use-after-free vulnerability that could allow an unauthenticated attacker to achieve code execution in the context of the current user.,Apply updates per vendor instructions.,2021-11-03,CVE-2021-28550,https://nvd.nist.gov/vuln/detail/CVE-2021-28550
ColdFusion,Multiple,Adobe,Critical,Adobe ColdFusion contains a deserialization of untrusted data vulnerability that could allow for code execution.,Apply updates per vendor instructions.,2021-11-03,CVE-2018-4939,https://nvd.nist.gov/vuln/detail/CVE-2018-4939
ColdFusion,Multiple,Adobe,Critical,Adobe ColdFusion contains an unrestricted file upload vulnerability that could allow for code execution.,Apply updates per vendor instructions.,2021-11-03,CVE-2018-15961,https://nvd.nist.gov/vuln/detail/CVE-2018-15961
Flash Player,Multiple,Adobe,Critical,Adobe Flash Player contains a use-after-free vulnerability that could allow for code execution.,The impacted product is end-of-life and should be disconnected if still in use.,2021-11-03,CVE-2018-4878,https://nvd.nist.gov/vuln/detail/CVE-2018-4878
Cameras and Network Video Recorder (NVR),Multiple,Amcrest,Critical,"Amcrest cameras and NVR contain a stack-based buffer overflow vulnerability through port 37777 that allows an unauthenticated, remote attacker to crash the device and possibly execute code.",Apply updates per vendor instructions.,2021-11-03,CVE-2020-5735,https://nvd.nist.gov/vuln/detail/CVE-2020-5735
Android Kernel,Multiple,Android,Critical,"Android Kernel contains a use-after-free vulnerability in binder.c that allows for privilege escalation from an application to the Linux Kernel. This vulnerability was observed chained with CVE-2020-0041 and CVE-2020-0069 under exploit chain ""AbstractEmu.""",Apply updates per vendor instructions.,2021-11-03,CVE-2019-2215,https://nvd.nist.gov/vuln/detail/CVE-2019-2215
Android Kernel,Multiple,Android,Critical,"Android Kernel binder_transaction of binder.c contains an out-of-bounds write vulnerability due to an incorrect bounds check that could allow for local privilege escalation. This vulnerability was observed chained with CVE-2019-2215 and CVE-2020-0069 under exploit chain ""AbstractEmu.""",Apply updates per vendor instructions.,2021-11-03,CVE-2020-0041,https://nvd.nist.gov/vuln/detail/CVE-2020-0041
Multiple Chipsets,Multiple,MediaTek,Critical,"Multiple MediaTek chipsets contain an insufficient input validation vulnerability and have missing SELinux restrictions in the Command Queue drivers ioctl handlers. This causes an out-of-bounds write leading to privilege escalation. This vulnerability was observed chained with CVE-2019-2215 and CVE-2020-0041 under exploit chain ""AbstractEmu.""",Apply updates per vendor instructions.,2021-11-03,CVE-2020-0069,https://nvd.nist.gov/vuln/detail/CVE-2020-0069
Struts,Multiple,Apache,Critical,"Apache Struts REST Plugin uses an XStreamHandler with an instance of XStream for deserialization without any type filtering, which can lead to remote code execution when deserializing XML payloads.",Apply updates per vendor instructions.,2021-11-03,CVE-2017-9805,https://nvd.nist.gov/vuln/detail/CVE-2017-9805
HTTP Server,Multiple,Apache,Critical,Apache HTTP Server contains a path traversal vulnerability that allows an attacker to perform remote code execution if files outside directories configured by Alias-like directives are not under default require all denied or if CGI scripts are enabled. This CVE ID resolves an incomplete patch for CVE-2021-41773.,Apply updates per vendor instructions.,2021-11-03,CVE-2021-42013,https://nvd.nist.gov/vuln/detail/CVE-2021-42013
HTTP Server,Multiple,Apache,Critical,"Apache HTTP Server contains a path traversal vulnerability that allows an attacker to perform remote code execution if files outside directories configured by Alias-like directives are not under default �require all denied� or if CGI scripts are enabled. The original patch issued under this CVE ID is insufficient, please review remediation information under CVE-2021-42013.",Apply updates per vendor instructions.,2021-11-03,CVE-2021-41773,https://nvd.nist.gov/vuln/detail/CVE-2021-41773
